epoch,J,MI_lb,E_total,E_met,compute_cost,rule,lambda,gamma,seed,energy_ratio
192,-103.04457571781712,1.1885977403057897,10423.317345812293,1514.227784255276,579,REINFORCE,0.01,0.1,1,0.9978756901941491
193,-104.1082217365195,0.0,10410.82217365195,1501.732612094156,582,REINFORCE,0.01,0.1,1,0.996679465601735
194,-102.78844636962071,1.3455896150623423,10413.403598468309,1504.3140412876965,585,REINFORCE,0.01,0.1,1,0.9969265981589476
195,-103.42490168824884,0.8796815191493303,10430.458320739815,1521.3725262327898,588,REINFORCE,0.01,0.1,1,0.9985593310205818
196,-103.19502823410566,0.8386685942501968,10403.369682835586,1494.283890404676,591,REINFORCE,0.01,0.1,1,0.9959660018194938
197,-102.8232650844192,1.208895227011273,10403.216031143043,1494.1308278688084,594,REINFORCE,0.01,0.1,1,0.9959512919834925
198,-103.18239935712134,1.0694751821682358,10425.187453928957,1516.104180537684,597,REINFORCE,0.01,0.1,1,0.9980547248877828
199,-103.04454630573709,1.0841128872920611,10412.865919302914,1503.782656134625,600,REINFORCE,0.01,0.1,1,0.996875123474788
0,-104.25147220315304,0.0,10425.147220315304,1515.6536033255215,1,Oja,0.01,0.1,0,1.0
1,-104.32759166614352,0.0,10432.759166614353,1522.6625853666797,2,Oja,0.01,0.1,0,1.0007301524034322
2,-104.24652648205048,0.0,10424.652648205049,1513.9374035671208,3,Oja,0.01,0.1,0,0.9999525597001362
3,-104.28238638700604,0.0,10428.238638700604,1516.9108826289544,4,Oja,0.01,0.1,0,1.0002965347462216
4,-104.21289914121508,0.0,10421.289914121508,1509.340970522048,5,Oja,0.01,0.1,0,0.9996299998347956
5,-104.26034853645386,0.0,10426.034853645386,1513.4691764327629,6,Oja,0.01,0.1,0,1.000085143481557
6,-104.19972006444463,0.0,10419.972006444465,1506.7793965695255,7,Oja,0.01,0.1,0,0.9995035836174327
7,-104.27991453378073,0.0,10427.991453378072,1514.1622207044743,8,Oja,0.01,0.1,0,1.0002728242587524
8,-104.23632318811828,0.0,10423.63231881183,1509.1602179091728,9,Oja,0.01,0.1,0,0.9998546877591789
9,-104.26568312173696,0.0,10426.568312173697,1511.4510393067344,10,Oja,0.01,0.1,0,1.000136313840789
10,-104.24440626907828,0.0,10424.440626907828,1508.666834829563,11,Oja,0.01,0.1,0,0.9999322222130255
11,-104.2643624661,0.0,10426.43624661,1510.008886259312,12,Oja,0.01,0.1,0,1.000123645860097
12,-104.26740833341118,0.0,10426.74083334112,1509.6559009090024,13,Oja,0.01,0.1,0,1.000152862400131
13,-104.35315747545305,0.0,10435.315747545304,1517.5663260224374,14,Oja,0.01,0.1,0,1.000975384521207
14,-104.21853049349336,0.0,10421.853049349334,1503.426192376478,15,Oja,0.01,0.1,0,0.9996840168396327
15,-104.37543637756062,0.0,10437.543637756062,1518.4489966301712,16,Oja,0.01,0.1,0,1.0011890879983547
16,-104.2755045675008,0.0,10427.55045675008,1507.768541633885,17,Oja,0.01,0.1,0,1.0002305230213049
17,-104.24380040030616,0.0,10424.380040030615,1503.915509467287,18,Oja,0.01,0.1,0,0.9999264106042365
18,-104.29234358982188,0.0,10429.234358982188,1508.091004182911,19,Oja,0.01,0.1,0,1.0003920461342666
19,-104.33565005930232,0.0,10433.565005930232,1511.7235173832212,20,Oja,0.01,0.1,0,1.0008074500471824
20,-104.51693693481036,0.0,10451.693693481036,1529.1525245364774,21,Oja,0.01,0.1,0,1.0025463883247616
21,-104.36650896923427,0.0,10436.650896923427,1513.3880911796573,22,Oja,0.01,0.1,0,1.0011034545954138
22,-104.30287066369785,0.0,10430.287066369783,1506.3180782267657,23,Oja,0.01,0.1,0,1.0004930238341827
23,-104.32995675468396,0.0,10432.995675468395,1508.31722904447,24,Oja,0.01,0.1,0,1.0007528387836861
24,-104.33847580680904,0.0,10433.847580680904,1508.4542006986558,25,Oja,0.01,0.1,0,1.0008345551560793
25,-104.4018791695001,0.0,10440.18791695001,1514.0718951348026,26,Oja,0.01,0.1,0,1.0014427323007387
26,-104.4552837488056,0.0,10445.52837488056,1518.6847901295966,27,Oja,0.01,0.1,0,1.0019549992086
27,-104.44092869408372,0.0,10444.09286940837,1516.5089681292632,28,Oja,0.01,0.1,0,1.0018173027864918
28,-104.42065043080348,0.0,10442.065043080347,1513.744203485528,29,Oja,0.01,0.1,0,1.0016227898184569
29,-104.45421227561076,0.0,10445.421227561075,1516.3615890671476,30,Oja,0.01,0.1,0,1.001944721433407
30,-104.44187138951918,0.0,10444.187138951918,1514.3844303254414,31,Oja,0.01,0.1,0,1.0018263453008616
31,-104.43605721354878,0.0,10443.605721354876,1513.0499774595924,32,Oja,0.01,0.1,0,1.0017705746163086
32,-104.56877585656876,0.0,10456.877585656875,1525.5649807293876,33,Oja,0.01,0.1,0,1.003043637146892
33,-104.51299082125192,0.0,10451.299082125191,1519.2190770441462,34,Oja,0.01,0.1,0,1.0025085364510657
34,-104.56634115508386,0.0,10456.634115508386,1523.7865774128704,35,Oja,0.01,0.1,0,1.0030202830260013
35,-104.48097281449586,0.0,10448.097281449584,1514.4749972860554,36,Oja,0.01,0.1,0,1.0022014136250812
36,-104.4722908265052,0.0,10447.22908265052,1512.835913091286,37,Oja,0.01,0.1,0,1.002118134340797
37,-103.9440630951628,0.5440830629260338,10448.814615808882,1513.6526114033315,38,Oja,0.01,0.1,0,1.0022702217046353
38,-104.071757356134,0.4788461681209783,10455.060352425498,1519.1229160280154,39,Oja,0.01,0.1,0,1.0028693246702456
39,-104.32086037697186,0.2339282593442551,10455.478863631612,1518.763200403919,40,Oja,0.01,0.1,0,1.0029094690631515
40,-104.49876597148986,0.0643154043923188,10456.308137588218,1518.8056351908144,41,Oja,0.01,0.1,0,1.0029890146023253
41,-104.158663094441,0.4454248017195938,10460.40878961606,1522.116322385792,42,Oja,0.01,0.1,0,1.0033823569639422
42,-104.39089797012797,0.1702068937651462,10456.110486389309,1517.014270763511,43,Oja,0.01,0.1,0,1.0029700555224454
43,-104.06858736743874,0.4747298265613784,10454.33171940001,1514.4362284652275,44,Oja,0.01,0.1,0,1.0027994328010865
44,-104.6376326547546,0.0,10463.76326547546,1523.071431585906,45,Oja,0.01,0.1,0,1.0037041246846763
45,-104.67479212444576,0.0,10467.479212444578,1525.9794434712935,46,Oja,0.01,0.1,0,1.0040605654035064
46,-104.55761881368704,0.0,10455.761881368704,1513.4441225575551,47,Oja,0.01,0.1,0,1.0029366166641505
47,-104.68440387736872,0.0,10468.440387736871,1525.3187554089627,48,Oja,0.01,0.1,0,1.0041527631703082
48,-104.60071607099242,0.0,10460.071607099242,1516.1244093942123,49,Oja,0.01,0.1,0,1.0033500137739908
49,-104.65032191146108,0.0,10465.032191146109,1520.2668527163578,50,Oja,0.01,0.1,0,1.0038258424545872
50,-104.66645778644072,0.0,10466.645778644071,1521.06445431187,51,Oja,0.01,0.1,0,1.0039806208441737
51,-104.69101039894456,0.0,10469.101039894456,1522.6951279876998,52,Oja,0.01,0.1,0,1.0042161341849927
52,-104.57958453366857,0.0,10457.958453366857,1510.7212909808732,53,Oja,0.01,0.1,0,1.0031473160386275
53,-104.6375301213072,0.0,10463.75301213072,1515.6906943174008,54,Oja,0.01,0.1,0,1.003703141164298
54,-104.7178011255971,0.0,10471.78011255971,1522.8868585378664,55,Oja,0.01,0.1,0,1.0044731159434883
55,-104.70372298391696,0.0,10470.372298391696,1520.637351708539,56,Oja,0.01,0.1,0,1.0043380757240783
56,-104.69475018078532,0.0,10469.475018078532,1518.8994917500652,57,Oja,0.01,0.1,0,1.0042520068855092
57,-104.12270332115008,0.5843257921245475,10470.702911327462,1519.2827734486607,58,Oja,0.01,0.1,0,1.0043697887472882
58,-104.2766486163908,0.5190268931403521,10479.567550953114,1527.303622338255,59,Oja,0.01,0.1,0,1.0052201018832387
59,-104.7646073547951,0.0545765195339686,10481.918387432906,1528.797961987329,60,Oja,0.01,0.1,0,1.0054455986009456
60,-104.73179376702106,0.0,10473.179376702106,1519.1982635787883,61,Oja,0.01,0.1,0,1.004607336028138
61,-104.7218403260132,0.0,10472.18403260132,1517.3471128401543,62,Oja,0.01,0.1,0,1.0045118607240726
62,-104.80291497887146,0.0,10480.291497887143,1524.5984726347072,63,Oja,0.01,0.1,0,1.0052895442535699
63,-103.6860012297096,1.0553992718946432,10474.140050160424,1517.579189140957,64,Oja,0.01,0.1,0,1.004699485658068
64,-104.29102530736812,0.5108654656182638,10480.18907729864,1522.7700357547458,65,Oja,0.01,0.1,0,1.0052797198754255
65,-104.68517208205368,0.1459752656336705,10483.114734768733,1524.8278368253254,66,Oja,0.01,0.1,0,1.0055603545185883
66,-104.8389851522525,0.0,10483.89851522525,1524.733735760425,67,Oja,0.01,0.1,0,1.0056355362344866
67,-104.83147825291825,0.0,10483.147825291822,1523.1065872029974,68,Oja,0.01,0.1,0,1.0055635286246598
68,-104.69045765166167,0.0663531074458871,10475.681075910756,1514.7613756878657,69,Oja,0.01,0.1,0,1.0048473037864614
69,-104.83015987113306,0.0,10483.015987113306,1521.2237827802717,70,Oja,0.01,0.1,0,1.0055508824551882
70,-104.77733294422552,0.0,10477.733294422553,1515.0580303132551,71,Oja,0.01,0.1,0,1.0050441564992747
71,-104.85736044608126,0.0,10485.736044608126,1522.1862843451709,72,Oja,0.01,0.1,0,1.0058117955566857
72,-104.82481945018792,0.0,10482.481945018792,1518.0397814399653,73,Oja,0.01,0.1,0,1.0054996561191731
73,-104.92121074957322,0.0,10492.121074957322,1526.7905053446962,74,Oja,0.01,0.1,0,1.0064242598427298
74,-104.24656343946964,0.5479033372712356,10479.446677674088,1513.2161948013452,75,Oja,0.01,0.1,0,1.005208507487834
75,-104.38742388453323,0.4440153581896444,10483.143924272288,1516.0249923737697,76,Oja,0.01,0.1,0,1.0055631544314279
76,-103.94359533408942,0.9898978508445192,10493.349318493394,1525.339211704991,77,Oja,0.01,0.1,0,1.0065420753047194
77,-104.1738828915822,0.8169150050130511,10499.079789659523,1530.1618082365128,78,Oja,0.01,0.1,0,1.0070917530258132
78,-104.81918867608096,0.0,10481.918867608096,1512.090643286694,79,Oja,0.01,0.1,0,1.0054456446602655
79,-104.70343091340492,0.2618904406514319,10496.532135405636,1525.8111749558643,80,Oja,0.01,0.1,0,1.0068473771719237
80,-104.70389323458949,0.2272949361083167,10493.11881706978,1521.4844650072268,81,Oja,0.01,0.1,0,1.0065199651686474
81,-104.95456707506727,0.0085751126399,10496.314218770718,1523.7709678569122,82,Oja,0.01,0.1,0,1.00682647419278
82,-104.4611197916336,0.580423866482382,10504.1543658116,1530.6938592269432,83,Oja,0.01,0.1,0,1.0075785160465012
83,-104.9686906029025,0.0,10496.86906029025,1522.4850018115326,84,Oja,0.01,0.1,0,1.006879695649303
84,-104.08670539342624,0.8972050511445717,10498.39104445708,1523.0885110434986,85,Oja,0.01,0.1,0,1.0070256872726984
85,-104.03283119859864,1.011940400373906,10504.477159897257,1528.2572135480225,86,Oja,0.01,0.1,0,1.0076094790706998
86,-104.99046471214729,0.0154267062877653,10500.589141843506,1523.4444354634431,87,Oja,0.01,0.1,0,1.0072365329653272
87,-104.47570611736046,0.54141625550543,10501.712237286589,1523.642489104962,88,Oja,0.01,0.1,0,1.0073442624217415
88,-104.51610738244084,0.4349291006240907,10495.103648306493,1516.1061677285709,89,Oja,0.01,0.1,0,1.0067103539655406
89,-104.279799003382,0.8485431409339097,10512.83421443159,1532.9145597997715,90,Oja,0.01,0.1,0,1.0084111036768297
90,-104.05835302690969,0.9817014293811912,10504.005445629087,1523.1441142841604,91,Oja,0.01,0.1,0,1.0075642313386342
91,-103.96674453375702,0.9656063021356084,10493.235083589265,1511.4414561411188,92,Oja,0.01,0.1,0,1.0065311176748928
92,-104.45184706620309,0.6843961629139157,10513.6243229117,1530.9092582063556,93,Oja,0.01,0.1,0,1.0084868923888175
93,-104.8079140098495,0.3453714713846683,10515.328548123416,1531.6657772437095,94,Oja,0.01,0.1,0,1.0086503649207348
94,-103.51188442451176,1.5976292249681068,10510.951364947983,1526.336697976432,95,Oja,0.01,0.1,0,1.0082304971641527
95,-104.28983689618772,0.8470272903622904,10513.686418655,1528.1269673119957,96,Oja,0.01,0.1,0,1.0084928487309186
96,-104.435169616935,0.7137266777764424,10514.889629471145,1528.3813751364564,97,Oja,0.01,0.1,0,1.0086082630066806
97,-103.65195078034718,1.533917931294774,10518.586871164196,1531.131256653616,98,Oja,0.01,0.1,0,1.0089629094797632
98,-103.49160279697227,1.625461693998674,10511.706449097095,1523.2950568183549,99,Oja,0.01,0.1,0,1.0083029262755268
99,-103.5058691514454,1.7117244721637652,10521.759362360915,1532.402859351029,100,Oja,0.01,0.1,0,1.0092672208846456
100,-103.73229540242448,1.5463208913407822,10527.861629376524,1537.5472084375217,101,Oja,0.01,0.1,0,1.0098525619725602
101,-104.32598561603618,0.941929609808838,10526.7915225845,1535.5074595467129,102,Oja,0.01,0.1,0,1.009749915288594
102,-104.31160764557691,0.85746275937798,10516.90704049549,1524.6512752940753,103,Oja,0.01,0.1,0,1.0088017769189268
103,-104.9970065777504,0.1715891918216248,10516.859576957202,1523.6454392920102,104,Oja,0.01,0.1,0,1.008797224125831
104,-105.21274703445076,0.0,10521.274703445077,1527.1045637613795,105,Oja,0.01,0.1,0,1.0092207314772927
105,-103.95810313742406,1.237950188587552,10519.60533260116,1524.4725789169274,106,Oja,0.01,0.1,0,1.009060602242795
106,-104.73037300602024,0.5393212045647742,10526.9694210585,1530.8721068170466,107,Oja,0.01,0.1,0,1.0097669796494362
107,-105.0281767257648,0.244411436824584,10527.258816258938,1530.1920805665884,108,Oja,0.01,0.1,0,1.0097947389888797
108,-105.30373066831324,0.0,10530.373066831324,1532.3342065493362,109,Oja,0.01,0.1,0,1.010093463842023
109,-105.18667318112782,0.0,10518.66731811278,1519.6525219916332,110,Oja,0.01,0.1,0,1.0089706261044675
110,-105.2447388816572,0.0729684307666067,10531.77073124238,1531.793631550613,111,Oja,0.01,0.1,0,1.0102275304773922
111,-103.77417409169936,1.6009513438521914,10537.512543555154,1536.5593626954226,112,Oja,0.01,0.1,0,1.0107782960628975
112,-103.7903977222084,1.4392258991806282,10522.962362138904,1521.0239780488755,113,Oja,0.01,0.1,0,1.0093826149172251
113,-104.753505429496,0.6152132528613539,10536.871868235736,1533.9633858004977,114,Oja,0.01,0.1,0,1.0107168412646217
114,-105.2188680013062,0.0,10521.886800130618,1517.9905821076534,115,Oja,0.01,0.1,0,1.0092794449585134
115,-105.24662748561896,0.0371559350989221,10528.37834207179,1523.51607562558,116,Oja,0.01,0.1,0,1.0099021260395558
116,-104.085010735483,1.2345796789140882,10531.95904143971,1526.11895045107,117,Oja,0.01,0.1,0,1.0102455935505892
117,-103.6794379459354,1.7280416253486672,10540.747957128406,1533.9239172659177,118,Oja,0.01,0.1,0,1.0110886431021169
118,-104.70391703250252,0.6847391253450867,10538.865615784762,1531.0472721212627,119,Oja,0.01,0.1,0,1.0109080853311938
119,-105.01341377220584,0.4309578259227447,10544.43715981286,1535.6307002160345,120,Oja,0.01,0.1,0,1.011442518458166
120,-104.94880587891431,0.5559192503869421,10550.472512930126,1540.6692935434594,121,Oja,0.01,0.1,0,1.0120214410373602
121,-103.61237064578016,1.837455860259933,10544.982650604008,1534.1777938078008,122,Oja,0.01,0.1,0,1.0114948429749924
122,-104.56067023430433,0.8063996089739476,10536.706984327826,1524.9065206387063,123,Oja,0.01,0.1,0,1.010701025285775
123,-104.7314718525413,0.7691941257212163,10550.066597826251,1537.2718041251917,124,Oja,0.01,0.1,0,1.0119825048865996
124,-105.27824056064864,0.1923824512951908,10547.062301194384,1533.2607400998374,125,Oja,0.01,0.1,0,1.0116943270250904
125,-104.98366470746764,0.4247901977346204,10540.845490520229,1526.0451451446957,126,Oja,0.01,0.1,0,1.0110979986910367
126,-104.71126629776622,0.8316627510849326,10554.292904885117,1538.4968193647649,127,Oja,0.01,0.1,0,1.0123879003183904
127,-104.31554393956394,1.202280328659369,10551.78242682233,1534.9781072902242,128,Oja,0.01,0.1,0,1.0121470904756389
128,-104.6700622647822,0.7777579275337994,10544.7820192316,1526.9699100826715,129,Oja,0.01,0.1,0,1.011475598031188
129,-105.54271966493468,0.0,10554.271966493468,1535.4582411965837,130,Oja,0.01,0.1,0,1.0123858918679385
130,-105.62005009660632,0.0,10562.005009660632,1542.1804343837343,131,Oja,0.01,0.1,0,1.0131276601138672
131,-104.66071917168674,0.842459931536931,10550.317910322368,1529.4736296208202,132,Oja,0.01,0.1,0,1.0120066112604287
132,-105.1362367041055,0.4346889177561497,10557.092562186164,1535.2368337008063,133,Oja,0.01,0.1,0,1.012656448785082
133,-105.56320565898196,0.0,10556.320565898195,1533.4494518287588,134,Oja,0.01,0.1,0,1.0125823974291006
134,-104.0424285233621,1.5008979086484318,10554.332643201053,1530.4456523538722,135,Oja,0.01,0.1,0,1.012391712093428
135,-104.8035303583698,0.7986434916592722,10560.217385002908,1535.321576624255,136,Oja,0.01,0.1,0,1.0129561877480633
136,-103.83676107109036,1.8062631120601464,10564.302418315052,1538.3867467208886,137,Oja,0.01,0.1,0,1.0133480319326884
137,-104.62858458043588,0.9736617940515986,10560.224637448746,1533.285482564218,138,Oja,0.01,0.1,0,1.0129568834164968
138,-104.07938573231291,1.488713449026112,10556.809918133904,1528.8525347759369,139,Oja,0.01,0.1,0,1.0126293370286445
139,-104.20053667027769,1.3539547782714547,10555.449144854912,1526.477475326733,140,Oja,0.01,0.1,0,1.012498809061007
140,-103.6686178624364,1.9241044581755928,10559.272232061196,1529.2880856243985,141,Oja,0.01,0.1,0,1.0128655268756803
141,-104.15573780568197,1.5080714361262784,10566.380924180825,1535.3798292061106,142,Oja,0.01,0.1,0,1.0135474061786198
142,-103.99570949780043,1.5808499064251835,10557.655940422565,1525.6298574121795,143,Oja,0.01,0.1,0,1.0127104890997647
143,-104.9653696906915,0.8479577856751286,10581.332747636665,1548.290526962202,144,Oja,0.01,0.1,0,1.0149816135945788
144,-103.9852768689414,1.6593839525347027,10564.46608214761,1530.3824735894054,145,Oja,0.01,0.1,0,1.013363730879581
145,-104.14466362385048,1.6299360555078757,10577.459967935836,1542.3525698201893,146,Oja,0.01,0.1,0,1.014610129181075
146,-103.8477267884774,1.8949382515730488,10574.266504005043,1538.1215550680288,147,Oja,0.01,0.1,0,1.0143038060315497
147,-104.10708445567856,1.5739070231631636,10568.09914788417,1530.923804111229,148,Oja,0.01,0.1,0,1.0137122214725465
148,-103.83347126033271,1.8669934618970283,10570.046472222974,1531.8429731621943,149,Oja,0.01,0.1,0,1.0138990125362743
149,-104.93479708134142,0.781114186420413,10571.591126776182,1532.3589348698429,150,Oja,0.01,0.1,0,1.0140471787463592
150,-104.71867996729316,1.001721292534988,10572.040125982814,1531.773200684861,151,Oja,0.01,0.1,0,1.014090247606409
151,-104.7629078671317,1.0251981083611676,10578.810597549287,1537.511550070977,152,Oja,0.01,0.1,0,1.0147396841489722
152,-104.68728190308788,1.052310313369936,10573.95922164578,1531.620429467449,153,Oja,0.01,0.1,0,1.0142743309217244
153,-103.93012722449488,1.878060409617333,10580.81876341122,1537.4441080778088,154,Oja,0.01,0.1,0,1.0149323112476112
154,-104.73672756518606,1.083169727053094,10581.989729223917,1537.5765963961474,155,Oja,0.01,0.1,0,1.0150446325211577
155,-104.55152582710204,1.2788840022967043,10583.040982939876,1537.583777867511,156,Oja,0.01,0.1,0,1.0151454707821188
156,-104.28927987438554,1.4429323764225064,10573.221225080804,1526.718861465767,157,Oja,0.01,0.1,0,1.014203540884003
157,-103.7590305702408,1.98438142512241,10574.341199536322,1526.8054265644869,158,Oja,0.01,0.1,0,1.014310970969339
158,-104.386454211078,1.4110400728124413,10579.749428389045,1531.180066321118,159,Oja,0.01,0.1,0,1.0148297385932805
159,-104.2674816508944,1.6206048261772077,10588.80864770716,1539.199801267573,160,Oja,0.01,0.1,0,1.0156987161843558
160,-104.2453120528008,1.5697020489068043,10581.50141017076,1530.8427920977535,161,Oja,0.01,0.1,0,1.0149977920264541
161,-104.50530233645556,1.403777632545122,10590.90799690007,1539.207451082643,162,Oja,0.01,0.1,0,1.01590008976197
162,-104.6872487085717,1.22978324849967,10591.703195707138,1538.953520052319,163,Oja,0.01,0.1,0,1.0159763667478257
163,-104.92625484028298,0.8707176413852986,10579.697248166827,1525.893131061889,164,Oja,0.01,0.1,0,1.0148247333668683
164,-105.4767464144579,0.5562933564032271,10603.303977086114,1548.462901297043,165,Oja,0.01,0.1,0,1.0170891358180187
165,-105.23801794164532,0.6935057917424334,10593.152373338777,1537.2515786570923,166,Oja,0.01,0.1,0,1.0161153746295384
166,-104.81740448478983,1.0329320292537538,10585.03365140436,1528.0829752294528,167,Oja,0.01,0.1,0,1.015336611340844
167,-104.47703763296384,1.5939844586054557,10607.102209156928,1549.1104055367823,168,Oja,0.01,0.1,0,1.0174534694807045
168,-104.2673973481242,1.692092209391289,10595.948955751548,1536.889449731978,169,Oja,0.01,0.1,0,1.0163836281470833
169,-104.75912048750072,1.2438326860725542,10600.295317357326,1540.1842327662137,170,Oja,0.01,0.1,0,1.0168005394399335
170,-104.52883438851454,1.447958901767902,10597.679329028244,1536.5119446189458,171,Oja,0.01,0.1,0,1.0165496088512525
171,-104.7983501160458,1.1954962001125795,10599.384631615838,1537.1653761658235,172,Oja,0.01,0.1,0,1.0167131847271182
172,-104.7919227352599,1.3096340441276304,10610.155677938754,1546.875598288132,173,Oja,0.01,0.1,0,1.0177463640285986
173,-104.72171019019736,1.3174444471611535,10603.915463735852,1539.5647682470897,174,Oja,0.01,0.1,0,1.0171477907834419
174,-106.007662504562,0.023401265197033,10603.106376975902,1537.6977577186688,175,Oja,0.01,0.1,0,1.0170701816386643
175,-104.5752575398118,1.5269183877019303,10610.21759275137,1543.7488713686248,176,Oja,0.01,0.1,0,1.0177523030154838
176,-104.61013275605734,1.431833796760707,10604.196655281805,1536.659193287983,177,Oja,0.01,0.1,0,1.0171747632127046
177,-104.97224463392072,1.1167728151775256,10608.901744909825,1540.3043637096243,178,Oja,0.01,0.1,0,1.0176260843814695
178,-104.32862303850924,1.8260593176999405,10615.46823562092,1545.808027512771,179,Oja,0.01,0.1,0,1.018255954691435
179,-104.64182977917024,1.3743728822247672,10601.6202661395,1530.8910941787085,180,Oja,0.01,0.1,0,1.0169276310535267
180,-105.079042941243,1.0635420777624691,10614.258501900546,1542.472454686431,181,Oja,0.01,0.1,0,1.0181399147262615
181,-104.55360171092428,1.5695614028208582,10612.316311374514,1539.4638422199623,182,Oja,0.01,0.1,0,1.0179536161076437
182,-104.41975944340302,1.669205568097821,10608.896501150084,1534.9752740915442,183,Oja,0.01,0.1,0,1.0176255813900366
183,-104.28636366814912,1.9198484029846048,10620.621207113372,1545.6337307369272,184,Oja,0.01,0.1,0,1.0187502375426556
184,-104.08787250137276,2.146943763111966,10623.481626448473,1547.4214140339984,185,Oja,0.01,0.1,0,1.019024614419514
185,-104.271191287141,1.9501273766116436,10622.131866375265,1544.989566924926,186,Oja,0.01,0.1,0,1.0188951428595752
186,-104.00514431142112,2.07338379843232,10607.852810985343,1529.636408024835,187,Oja,0.01,0.1,0,1.0175254686393305
187,-104.57212493742216,1.565165725052276,10613.729066247442,1534.4509802782582,188,Oja,0.01,0.1,0,1.0180891302488901
188,-105.1584978461377,1.0195718177849762,10617.806966392269,1537.4613050373175,189,Oja,0.01,0.1,0,1.0184802902065049
189,-104.73624798182814,1.508384640045791,10624.463262187392,1543.0504318003643,190,Oja,0.01,0.1,0,1.0191187747913701
190,-105.21308705235364,1.0766973374718931,10628.978438982556,1546.4883282605288,191,Oja,0.01,0.1,0,1.0195518791590827
191,-105.00468033479449,1.335347869623832,10634.00282044183,1550.4329499457715,192,Oja,0.01,0.1,0,1.0200338274091258
192,-104.67785455953306,1.5754228851029692,10625.327744463602,1540.6732201673678,193,Oja,0.01,0.1,0,1.0192016975796956
193,-104.60982836377424,1.6071690684592737,10621.69974322335,1535.9732097363835,194,Oja,0.01,0.1,0,1.0188536927828729
194,-104.52132562031431,1.803881540599588,10632.520716091392,1545.7244395561552,195,Oja,0.01,0.1,0,1.0198916611337616
195,-104.24061934531548,2.1594518128009224,10640.00711581164,1552.1292675686125,196,Oja,0.01,0.1,0,1.0206097708699635
196,-104.02546805978552,2.2312355777113977,10625.67036374969,1536.7050445050777,197,Oja,0.01,0.1,0,1.0192345622749222
197,-104.45407132354218,1.8516606118009653,10630.573193534314,1540.5360522868946,198,Oja,0.01,0.1,0,1.0197048510565587
198,-104.86411721790716,1.436236693873462,10630.035391178062,1538.91911580764,199,Oja,0.01,0.1,0,1.0196532640290676
199,-104.33149645733609,1.9976273477937712,10632.912380512986,1540.7220900093073,200,Oja,0.01,0.1,0,1.0199292303319047
0,-104.45507370649788,0.0,10445.507370649788,1536.0137536600052,1,Oja,0.01,0.1,1,1.0
1,-104.30189655732622,0.0,10430.189655732622,1520.072030839296,2,Oja,0.01,0.1,1,0.998533559512848
2,-104.0920845712476,0.0,10409.20845712476,1498.4757807958658,3,Oja,0.01,0.1,1,0.9965249257659784
3,-104.19004861801044,0.0,10419.004861801044,1507.6828708646433,4,Oja,0.01,0.1,1,0.9974627839598093
4,-104.19587612677157,0.0,10419.587612677156,1507.6572870597802,5,Oja,0.01,0.1,1,0.9975185735787749
5,-104.2218886831344,0.0,10422.18886831344,1509.6412279768956,6,Oja,0.01,0.1,1,0.9977676046257103
6,-104.14315003903612,0.0,10414.315003903612,1501.1412455616703,7,Oja,0.01,0.1,1,0.9970138007049977
7,-104.28477978807928,0.0,10428.477978807929,1514.674057553823,8,Oja,0.01,0.1,1,0.9983696922286696
8,-104.48359038826553,0.0,10448.359038826551,1533.9100846243691,9,Oja,0.01,0.1,1,1.0002730042759604
9,-104.37185159253582,0.0,10437.185159253582,1522.066129870689,10,Oja,0.01,0.1,1,0.9992032736083659
10,-104.26125190233142,0.0,10426.125190233142,1510.3454893588566,11,Oja,0.01,0.1,1,0.9981444481604497
11,-104.28888524328568,0.0,10428.888524328568,1512.460450298388,12,Oja,0.01,0.1,1,0.9984089957786142
12,-104.30646074033346,0.0,10430.646074033346,1513.5648279636462,13,Oja,0.01,0.1,1,0.9985772546905477
13,-104.382725007717,0.0,10438.2725007717,1520.5235864558697,14,Oja,0.01,0.1,1,0.9993073701811348
14,-104.50764637387567,0.0,10450.764637387569,1532.3399264574518,15,Oja,0.01,0.1,1,1.0005033041049354
15,-104.29804804442468,0.0,10429.804804442469,1510.679539296911,16,Oja,0.01,0.1,1,0.9984967157984647
16,-104.45758245288202,0.0,10445.758245288202,1525.9512947349758,17,Oja,0.01,0.1,1,1.0000240174679422
17,-104.2224459810008,0.0,10422.244598100078,1501.7339971426634,18,Oja,0.01,0.1,1,0.9977729399133761
18,-104.1609652318661,0.0,10416.09652318661,1494.9116312111123,19,Oja,0.01,0.1,1,0.9971843543430148
19,-104.34631344165314,0.0,10434.631344165313,1512.771648715793,20,Oja,0.01,0.1,1,0.998958784279351
20,-104.4908067578808,0.0,10449.08067578808,1526.51733772425,21,Oja,0.01,0.1,1,1.0003420901456959
21,-104.33306713982589,0.0,10433.306713982587,1510.027514691673,22,Oja,0.01,0.1,1,0.9988319708909993
22,-104.48356730959192,0.0,10448.356730959193,1524.3679698713008,23,Oja,0.01,0.1,1,1.000272783332422
23,-104.55344649191927,0.0,10455.344649191928,1530.6259772838998,24,Oja,0.01,0.1,1,1.0009417712508424
24,-104.39824789888058,0.0,10439.824789888058,1514.3705142577087,25,Oja,0.01,0.1,1,0.999455978483372
25,-104.46164077452671,0.0,10446.164077452671,1519.988273288298,26,Oja,0.01,0.1,1,1.0000628697850262
26,-104.39063491257716,0.0,10439.063491257715,1512.1487994538916,27,Oja,0.01,0.1,1,0.9993830956062336
